年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2019,展售說明人員,出版業,— ,— ,— ,— 
2019,電話及網路行銷人員,出版業,600,38596,37987,609
2019,餐食服務櫃台工作人員,出版業,— ,— ,— ,— 
2019,建築物管理員、保全及警衛人員,出版業,24,65975,37934,28041
2019,技藝、機械設備操作及組裝人員,出版業,2491,40231,38715,1516
2019,園藝及農牧業生產人員,出版業,— ,— ,— ,— 
2019,營建木作人員,出版業,— ,— ,— ,— 
2019,油漆、噴漆人員(含裱糊工),出版業,— ,— ,— ,— 
2019,美編及印刷前置工作人員,出版業,571,36437,35940,497
2019,印刷人員,出版業,1103,43091,41567,1524
2019,裝訂及有關工作人員,出版業,456,33585,30992,2593
2019,建築物電力系統裝修人員(含水電工),出版業,25,58667,58667,— 
2019,電力機械裝修人員,出版業,— ,— ,— ,— 
2019,電力線路裝修人員,出版業,— ,— ,— ,— 
2019,資(通)訊設備裝修人員(含電信、電話),出版業,— ,— ,— ,— 
2019,電子設備裝修人員（不含資通訊設備）,出版業,… ,… ,… ,… 
2019,小客、貨車駕駛人員,出版業,298,46355,44246,2109
2019,大客、貨車駕駛人員,出版業,… ,… ,… ,… 
2019,推土、吊車、起重機等移運設備操作人員,出版業,22,32251,32197,54
2019,基層技術工及勞力工,出版業,616,26815,26065,750
2019,清潔及家事工作人員(含建築清潔工),出版業,46,25949,25949,— 
2019,勞力工,出版業,532,26480,25612,868
2019,理貨員,出版業,… ,… ,… ,… 
2019,收票員、引座員,出版業,— ,— ,— ,— 
2019,主管及監督人員,影片及電視節目業；聲音錄製及音樂發行業,3547,72551,70921,1630
2019,高階主管(總經理及總執行長),影片及電視節目業；聲音錄製及音樂發行業,266,172927,172927,— 
2019,中階主管(經理),影片及電視節目業；聲音錄製及音樂發行業,1257,80788,80606,182
2019,監督人員(含現場及辦公室主任、科/股長),影片及電視節目業；聲音錄製及音樂發行業,2024,54244,51500,2744
2019,專業人員,影片及電視節目業；聲音錄製及音樂發行業,4270,47572,41522,6050
2019,數學、精算及統計專業人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,品管工程師,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,機械工程師(含造船、輪機、鑄造),影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,醫療器材、醫學工程師,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,光學工程師,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,電機工程師,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
