年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2019,建築工程師(含建築師),人身保險業,… ,… ,… ,… 
2019,醫師,人身保險業,15,192479,167121,25358
2019,護理人員,人身保險業,23,49261,49209,52
2019,勞安及衛生管理人員(含工業安全管理師),人身保險業,37,62897,59297,3600
2019,營養師,人身保險業,— ,— ,— ,— 
2019,會(審)計師(含會計稽核),人身保險業,148,87021,83974,3047
2019,風險控管人員,人身保險業,253,79027,76651,2376
2019,財務、經濟及投資分析研究人員,人身保險業,897,81398,80287,1111
2019,專案管理師(含經營管理顧問),人身保險業,753,72254,70727,1527
2019,稽核人員,人身保險業,195,87103,84501,2602
2019,人力資源管理師,人身保險業,516,75078,72294,2784
2019,廣告及行銷專業人員(含企劃),人身保險業,616,76198,72711,3487
2019,公關專業人員,人身保險業,90,77086,72062,5024
2019,資訊系統分析及設計師,人身保險業,1457,85652,80166,5486
2019,軟體開發及程式設計師,人身保險業,628,82101,78865,3236
2019,資料庫及網路專業人員,人身保險業,235,89529,82628,6901
2019,律師及相關專業人員,人身保險業,14,154989,150384,4605
2019,翻譯人員,人身保險業,— ,— ,— ,— 
2019,技術員及助理專業人員,人身保險業,83966,63785,55458,8327
2019,營建工程技術員(含建築、土木、景觀、測量、水利),人身保險業,— ,— ,— ,— 
2019,證券金融交易員及經紀人,人身保險業,165,78490,70763,7727
2019,信用及貸款人員,人身保險業,232,67002,64424,2578
2019,會計人員,人身保險業,221,70035,65757,4278
2019,統計及精算助理專業人員,人身保險業,79,64930,63523,1407
2019,財物及損失鑑價人員,人身保險業,695,65339,59136,6203
2019,承銷人員,人身保險業,— ,— ,— ,— 
2019,保險代理人,人身保險業,81249,63481,55052,8429
2019,工商業銷售代表(含業務員),人身保險業,635,79411,73975,5436
2019,採購員,人身保險業,47,75669,72230,3439
2019,會議及活動規劃人員,人身保險業,108,66960,54473,12487
2019,不動產經紀人,人身保險業,… ,… ,… ,… 
2019,專業秘書,人身保險業,97,84844,80920,3924
2019,法務人員,人身保險業,244,80415,76662,3753
2019,職業運動員,人身保險業,— ,— ,— ,— 
2019,資訊管理及維護技術員,人身保險業,172,73631,70461,3170
2019,事務支援人員,人身保險業,13961,59161,55338,3823
2019,總務,人身保險業,280,59960,57765,2195
2019,一般辦公室事務人員(含文書),人身保險業,4768,58727,55834,2893
2019,資料輸入人員,人身保險業,375,48441,46295,2146
2019,銀行、郵局櫃台事務人員,人身保險業,— ,— ,— ,— 
2019,收帳、收費人員(含帳款催收),人身保險業,453,64790,59486,5304
2019,接待員及服務台事務人員,人身保險業,177,56104,52578,3526
2019,總機人員,人身保險業,33,44870,43800,1070
2019,電話及網路客服人員,人身保險業,1157,59148,54496,4652
2019,統計調查訪談人員,人身保險業,14,61945,55111,6834
2019,會計助理、簿記、出納,人身保險業,566,59928,54788,5140
2019,核保人員,人身保險業,1829,63783,58891,4892
2019,統計、財務、證券及保險事務人員,人身保險業,4009,57947,53649,4298
2019,存貨事務人員,人身保險業,— ,— ,— ,— 
2019,人事事務人員,人身保險業,300,60105,58340,1765
2019,服務及銷售工作人員,人身保險業,1914,56726,53750,2976
2019,廚師,人身保險業,… ,… ,… ,… 
2019,按摩師,人身保險業,59,23274,23274,— 
2019,電話及網路行銷人員,人身保險業,1835,57698,54617,3081
2019,建築物管理員、保全及警衛人員,人身保險業,15,73554,70703,2851
2019,技藝、機械設備操作及組裝人員,人身保險業,119,70278,61201,9077
2019,建築物電力系統裝修人員(含水電工),人身保險業,7,70280,66328,3952
